"Sequence","Score"
"X8/32XX3/17X3/X9-","159"
"62526/X7-X-84/X6/1","136"
"-6X4-8/62-/4/9--431","98"
"X6/435/1/3/XX8/X36","172"
"XXX-0428/X45XXX","164"
"264-7/5/6/8-X7/X72","137"
"3/1/7/XX4/3/27XX63","171"
"9-44X9/XX3/X8-2/6","162"
"1/2/X7/X419-2/2/8/3","144"
"615/X22-7X-/8-6/8/5","131"
"7-8/17XXX4/X2/3/9","172"
"X7/2/9--0-/6/X624/-","132"
"X9/6-8/6/X2/815-6/6","146"
"9-XXX2/X1/9/3/7/X","190"
"XXXX3/6-9/817/9-","180"
"424/21277/9/9-X3/9/1","127"
"8-5/X447/XX41X51","140"
"XXX8/54X6/5/XXX","207"
"-24/221-1-X5/X4/-5","95"
"X5144-3X6/XXX9-","160"
"XX2/167/5/44144/X9-","141"
"XXXX7/81XXX9-","221"
"5-35XX9-3/617/X9-","141"
"-76/3/7/9/7/1/X9/72","150"
"XX2/8/X4/X6/26X53","178"
"8-612/25-17/21-/X27","98"
"2/X43454/4-8/3/5/1/1","121"
"147/XX7/7/8/-8-642","137"
"9/9-X9/448153XX6/6","149"
"XXX-/61-/356/-/7/2","153"
"2/1/9-44X-/3/5/XX-6","151"
"2/X443/5/9/5/81X8/9","161"
"9-263/45XXX27X9/X","160"
"7/-63/X7/X7/X6/2/5","163"
"4/81X9-8/-/3/4/X-/X","152"
"X527--2X8/819-815/7","115"
"XXX-5X9/9-1-4545","137"
"7/22X2/X258/7/62-/2","133"
"7/X8/XX9-5/X4/X-8","195"
"1/XXX3-X4417X-5","143"
"216-6253XXX9/5/9/5","153"
"54XX-/-29-4/72X-/3","129"
"XX263/5/X-75/X2/2","159"
"3/17X2/X8-2/7/X1/3","155"
"81XX4-XXX6-4-X12","146"
"7-8--46/X9/1/1/7-X36","124"
"-35/1/X9/XX437/7/2","151"
"X813/4/X9-8-26533/4","128"
"2/27713/-/8-4/2/9/25","115"
"81712/541/XX13X5-","120"
"X274-XX2-X7/X1/-","138"
"X6/8/615/6-527-8/9/3","129"
"XX45219/X3/-83/X72","152"
"1/81XX4/8/9/-28/53","143"
"6/X1/8--/4-X717/X7-","147"
"449-8-416/3/175/-/X62","110"
"9/XX147-26X4/447/7","135"
"61339/8/6/7/459/XX81","154"
"-/-29/-7XX4/-6538/1","108"
"X42X1/7-431/515281","110"
"9-8-13X4/X2/1/9-X9-","139"
"8-2/3/41X544/819/8/3","126"
"X2-4/2/X9/13X9-X19","129"
"4/X6-X8/XX9/XX52","193"
"X36X153/5/63X52X7-","131"
"X7/52629--/8-8/159-","111"
"8/9-1/6/X-4-5X7-XX","131"
"XX175-XXXXX-/4","196"
"3371713-5/9/XX8/-/-","132"
"3/X8/6/2/63X3/9/5/3","160"
"X-65/813172XX4/9/1","136"
"X3-62X2-X-2719/9/X","99"
"7/-39/-31/4/6/X5/51","117"
"1/-761XXX3/XX4/8","179"
"5/1/7/X4/X-8X812/7","159"
"X9-8-XXX2/-/X42","160"
"71722/XXX9/X7/-/5","181"
"X-75/613/X63-9X8-","130"
"9/71XX1/3/7/7/5/7/9","164"
"172/X2/XX3/518/11","145"
"X2/X-/1-X625-9/3/9","135"
"X34XX6/X32X-/X13","164"
"2/XX6/-46/XXX4/9","193"
"XX7-X52X72X5/1/9","153"
"XX81X23XX81X9/3","165"
"1/XXXX4/8-XX51","197"
"7/2/2/1/7/XX4/X45","164"
"-3X7-X457--/7/X35","125"
"XX15X8-244/XXX25","164"
"9/X9-XXX7-X9/X51","185"
"4/X3/4/XX5/33-561","150"
"2536X529-1/X35X9-","123"
"X8-X439-2/9/18XX41","137"
"1/126/XX5/-/2-4/7-","127"
"3/XX1/XX6-729-1/3","160"
"4251X23XXX5/2/8/4","151"
"8/-/7/X54-553XX31","129"
"XXX325/53175/7/13","136"
"-/6/X329/7/-7XXX34","160"
"4445X2/2/5/7/9/X5/6","156"
"31X-/XX4-1/XX2/-","158"
"1233221/61X61X3/6-","102"
"X1/-0X4-1/1816X71","101"
"5/X219/3/5127447/8/6","121"
"X43342/4/XX418-X18","136"
"-/1/5/2/6/XX1/188-","143"
"53417-1/-76/X6/36X8-","117"
"X634/54XXX3/728/9","170"
"3/XX7-5/2/2/53X7/X","158"
"3/X133/8/4/XX-/72","156"
"2/8-XX-/-/72X15X51","140"
"637/X6/XXXX3-3/8","186"
"24-371X5-2/4/6-X42","95"
"XXX62636/9-X4/8-","165"
"X52XX9-51XXX8-","171"
"X6/329-3/9-9-XX8-","138"
"XXX5-7/2/X3/XX73","194"
"818-359-X147/X2723","107"
"8/X4/X-/816/15125/3","140"
"XX1/628-614/36XX--","132"
"X5/X4-X6/11342/4/9","131"
"8/9-X7/7/9-53X9-X72","148"
"5/-7X5/7-X-/4/3/63","133"
"X1/2-27XXX9-X7/5","165"
"X3/6/3/8/6/2/X7/X14","170"
"X-/3/X8/6/1/8/71X41","158"
"X-/63X7-7/XX8/1/2","160"
"13-832X3-7/1/8-X52","94"
"X5/1/9/4/X9-XX1/-","163"
"X5/3/3/8-XXX529-","160"
"3/7/51-61/8/5/4-2/4/-","119"
"5-XX634/8/45X7/X2-","152"
"5/81XXX1/XX23X34","177"
"9/3/8/9-X8-4227XX45","143"
"XX5/41XX52XX3/5","171"
"6--1X-27/4-186/X4/8","106"
"4/367-52X528/8141X72","111"
"-79-XXXXX8/X9-","202"
"1/3/72519/3-5/623-2/1","99"
"-2X5-X53XX318-54","106"
"X54278-X368/2/138/-","110"
"9-23331/621/XX115/3","112"
"512/XX-21/X3-9-7/2","117"
"X711/-09-9/X3/8/7/2","132"
"6/3/XX-/22X238/63","134"
"9/XX7-126/X-/XX73","181"
"72718--/3641X8-9/-2","90"
"1/1/X6--/53X41X1/5","131"
"2/62XX219-1/-59/8-","112"
"-/227/XX8/43X9/63","150"
"7/8/1/7/XXX2/716/2","175"
"6/X8/6/X6/818-XX81","178"
"1/9/X722/521/3/3426","130"
"9/3/-4X723/X4/XX32","153"
"9/9/3/3-9-9/X34X8/6","137"
"5-3/5/-0X-/154/358/5","103"
"XX1/XX62X7/XX91","202"
"445/5/XX6/817/7251","148"
"222/4-X3/9/611/X61","128"
"7/X-/X8-8/4/6/5/X82","171"
"9/5/1/2/9-X9/X8162","142"
"81-78-8/4/6381X5-54","101"
"1-X32XX-7XX454/6","133"
"X63X3/63114/XX5-","140"
"4/X6/5/4/2/243-X9-","130"
"5/7/9/257/336--/81X6-","123"
"X11-/7/2/3/X159-8/3","120"
"6/X7/81X3/X-04/54","141"
"8/XX5/6/9/X417-17","155"
"X2/X51X2/117/3/-/4","132"
"X8-8/7/4/X2/X9/X71","175"
"512/X-/X6/8-5/35XX","153"
"X34X3-9-X8154X62","112"
"257/6/XX4/6-X36X72","156"
"X-526155/622/-6X6/5","109"
"11X332/XX5/7/4-8-","132"
"7-8/8/XXXX723/9/6","195"
"9/8/X6/X6/4/4/X62","172"
"1/X419/451/81XXXX","170"
"3-3/X418/XX417/5-","127"
"X9/X-2-/9-6-X7/-/-","128"
"X7/269-XX9-XXX17","175"
"3-9--5X1/X7/-3-072","99"
"338/X168/-/X4/X1/5","155"
"X9-X7/X3-4/4/-/XX","148"
"X52X8-XXXXX2/5","197"
"7/X9-3/2/X52XXX91","183"
"1/1/5/8--/2-X9/2/3/9","130"
"8-X13185/41446/9-X14","105"
"X8/8/4243XX7/X81","160"
"X-/4/X1/35457/8/42","142"
"X278-7/36X2/5/X6/3","146"
"X6/1/X4/139/7-X-6","132"
"1/72X9-X8/X5-XX43","155"
"54XX637/X349/-3X-4","134"
"-3-/XX42X329-X7-","122"
"X14X5-4/X7-9-27X7-","119"
"354/XX12X9-44XX-X","141"
"XXX2/24633-2/7171","135"
"6/7/421/13XX1/X8/7","150"
"1/26-98/2/4/XXX51","152"
"8/5126-/1/1/357/819/5","114"
"9-6/8/72XXX72639/7","164"
"8/8/-15/XXX81X2/1","166"
"X9/81X71XXXX-/3","186"
"7/XX4/614/X814/2-","149"
"1/54-4X24X7/XX-/1","141"
"44XX7-X9/XX51X82","166"
"72-/262/X1/XX-/36","151"
"62X2/X341/639-X2/4","140"
"1/-741619-4/X-/X72","126"
"16XX2/4-26XX9/81","151"
"9/2/X4/X-11/X2/X53","162"
"XXXXX33-/72X61","185"
"X317/5/9/2/7-X3254","117"
"122/X-1X9-434/5/X8-","123"
"256-9-6/X3/XX5/X42","163"
"4/XX8-6/XX2/-9-/6","171"
"XX1/X1/X72136-7/9","158"
"1-X3/X1/3/351/9/5/4","143"
"1/9/XX6/3/5-8143X34","151"
"6125XX816/-54/8-X--","121"
"81815-9/9/5/52214/4-","100"
"X9-X8/9-2/8/3/X4/6","163"
"X7-X9/X-88--4-/X72","141"
"X8/63X6/6/6/XX9-","174"
"52X5/9/X9-4/3/X-2","141"
"X4226XX538/X61X52","142"
"9/6/1/1/36X161/X8-","130"
"3/X7/XX9-4/54XX11","174"
"X1/2/1/X18X518-8-","129"
"9/9/2/X718/XX5/7/-","169"
"5/X6/X2/X5/611/X63","182"
"X-/13X718-X2/626/7","130"
"417/X813/XX27X3/6","159"
"6/X4/9/5/X9/XX8-","188"
"XXX335361414-2/8/9","136"
"633/2/1/X5/X54X1/3","153"
"8/9-X-8X22XX4/X36","155"
"1/XX9-X3/81X8/X73","184"
"7-X5/XX5/5/X5/9/4","180"
"3/X-48-4/XX276/X51","152"
"-/3317542-X4/9/XX37","140"
"XXXX-7533/6/34X13","162"
"X4-9/X2/X352/2422","126"
"X53166-4/534/9-5121","99"
"4/X-/4/X-9X1/X3/-","172"
"X6/18XX52X6/8/X62","165"
"43X5/XX6/1/XX2/1","177"
"3661XX1/X1281XX13","137"
"131/XX9/-/-37/9-X44","142"
"1-X815/X9-7-XXX--","144"
"6/5-X2/X4-44728/X73","135"
"5/X2/2/61-8X6/XX7-","167"
"5/1/X3/5/433/3/238-","125"
"3/XX8/5/7/X247235","159"
"239-XX-0XX5/12X54","122"
"71X63X177-XX9/8/-","146"
"163/11XX8/X134/6/6","138"
"XX-/X1--/4/638--/7","136"
"X12X4/X6-3/2/4-X72","127"
"3/4/X8-81-5XX5/31","136"
"3-316/X9/3/5181XX91","139"
"54-/X3/XX8-9/X63","171"
"4253315/9/3/X9/2/2/3","127"
"71XX5/516/728/21-2","117"
"5/4-23-35-XXX2/X73","143"
"-/X42X-95/X7/X3/6","166"
"6-X4/718/3/X231/X71","142"
"8/32-/-418XX3/128/7","115"
"6/X638/X4/53X1/3/4","158"
"9/X-12/X4/X6/6/9-","156"
"9/X3/X8/-4X1/X7/4","168"
"1/6-3/-627X72X613/2","111"
"17XXX333/-/1/81X81","150"
"X5/XXXX-1X9-43","167"
"8/-3XX-036-19/3/-9","85"
"9/X9-528152347/XX72","144"
"7/9/518-2/4/-/X3/61","135"
"6/812/X616-6/1/9/1/7","135"
"3-6/XXXX1/XX7-","195"
"X1/5/-/XX6/X5/X-7","188"
"434/515/-/148/-84/8/-","100"
"268/6/5/7/9/XX1371","142"
"XXX1181X53X3571","134"
"X5-X41XX8/X1672","141"
"XX4/61X2/7122X17","142"
"41XX18X4/26-2XX5-","136"
"X5/8/8-8-54X6/-23-","116"
"4/XX721/X63159-9-","147"
"X358/4531-/5/X-22-","104"
"1/7243X-/424/XXX4-","161"
"6-2/8/1/3/528/X8-7/4","130"
"23X11X15253/819/X7-","112"
"18X188-XX-35-X3-","102"
"25175/51X18X9-4/45","115"
"5-XXX4/456/7/1-XX","151"
"X8/8/-49-12X9/42XX","124"
"X246/XX6/X27XX7-","180"
"X6/3/7/615/7/1/42XX","141"
"52X2/X-9-/8/X2714","146"
"X3/X616/X2/9/71X51","164"
"32-29/X35-/2/712/34","110"
"X6/5/2525X-/-98-5/8","126"
"XX4/9/5/-7X9/62X33","155"
"X1--9-96-XX6/3/18","115"
"9/X5/1/9-X-2367145","119"
"X2/XXX7-X4/4/2-","169"
"5/714/3/XX2/8-5/X71","164"
"X522663X2/9-X2/8-","135"
"9-6-9-9--59-53XX8-","109"
"172351-/X4261X-/9-","116"
"X9/4223X459/X9-X42","137"
"1/X712/X2/3/6/3/X-X","168"
"6/7/8/X5/119-XX9/X","166"
"3/638/8/617/7/1/32X9-","131"
"24-/XX9--/XXX9/4","196"
"2/X2/3/7/5-8/X6/9/7","166"
"-/XX5/3353X3/X33","154"
"8-X5/8/X15X51X5/2","142"
"154/2/4/X4253XXX23","149"
"XXX2/9/-7X9/22X-1","155"
"8/XX-16/X9-42212/X","129"
"X26X4/X2/XX724/4","175"
"-98/7/8/XX71512712","135"
"537-15-2X7-9/X6--5","94"
"X6-632/X5/11XX71","137"
"XX4/X-/X26XX35","179"
"X-/X2/4/X-1XXX18","176"
"1/9/617/-624332/-/-/2","102"
"XXX-/7/7-XX627/5","178"
"5/-454XXXX8/XX82","199"
"X526/XXXX4/3-27","173"
"239/X8/1/6-X9-X4/9","145"
"XX23-517X-71/-372","101"
"32X6-3/4-X9/X7144","119"
"4/X8/6-53X72-/6151","127"
"6/X6/6/3/53X3/51-/8","151"
"1/X8-6/2/9/2--/362/5","128"
"X514/X9/7/X4/149-","144"
"2/1/1/4/639/XX81XX","157"
"XXX-335XX136/7/3","143"
"-08/9/616/X6/X9-53","138"
"34XX8/-97/35X3/8/7","150"
"9-X81X7/X3/XX81","173"
"X545/4/X62X434/6/8","146"
"X636/27723/3/2/X54","131"
"9/XX81XX6/52X-8","170"
"XX-/62-2X63X5312","123"
"6/4/X369-X2--/8/3/7","133"
"8-5/-/6/2/1/-/XX1/X","148"
"X5-8-X9/36X169/21","109"
"1/3/X4581185/9/4/9/X","151"
"XXX-3X-/5/4/8/X91","173"
"31638/3/8-2/X1/XX34","152"
"25344/X35-15-4/6/X82","122"
"5-XX2/1/81X261/9/3","143"
"7/9-1/8-337/1/X9-25","126"
"81X11XX7/XX7/9-","165"
"3/X3/3/X3-X5/XX21","164"
"242/6/3/434-431/X5/-","117"
"8/15-88/6/5-9/XXXX","161"
"XX354/18XX6/5/8/8","166"
"5-XX2-X42XX8-2/9","136"
"X23X9/7/XX5/2/-/8","162"
"XX5/7/45X2/4/X-2","153"
"8/548-8/X-/1416-7X15","118"
"X9-XX5/X423/X71","161"
"722-9/1/8-4/72X713/4","114"
"X2/6/8/XX8-X-345","153"
"9-X-751639/7-7/X6/4","126"
"5/9-2/2333X2/9/-/7-","124"
"2/X719/9-XXX13XX","163"
"X14XX4/X33X2/X64","166"
"9-XX-7-22332X9--/6","109"
"-2XX8/5-XX4/3312","136"
"X6-34X8-271/5-6/4/9","117"
"276-X8/7/X5/X-/9-","160"
"1/8/4--3X45X9/XX25","146"
"729-23-/X724-2/53X36","117"
"6/X2/X6/177/62X5-","143"
"-/9-18XX7/9-7/1/X21","156"
"XXX345/X8127X51","156"
"6--3X212/-3X9-XX82","114"
"3/X-/X54X424/31X9-","146"
"X2/1872X3/216/X1/6","140"
"9/-142X9/1/XX3/X42","147"
"71X-/1/8/17X53719-","119"
"4/2/X4/1/41X214/1/3","122"
"XX269/53524/8-7-53","119"
"9/7-5/81255-XXX1/5","149"
"X5/8-XXX7/9-1726","167"
"X3/3/4/X236363-86/X","133"
"XX34-0X1/7/429-7/-","123"
"XX3/X3/6/369-635/3","152"
"6-1-X4/XX3/X2/2/X","162"
"6/238/XX539-XX61","147"
"2-4/XXX9/7/XX-7","182"
"X-/15-97/X9/X8162","142"
"4/X3-4/XX3/X7/3/2","164"
"-/XX9-X9/1/6/2/43","157"
"1-2/9/33-0X7-9/-/45","96"
"X2/-/X-/3/X6-X81","153"
"814/X8/-/X9/-/7-X45","152"
"3/5/27XX7/X6/XX7-","187"
"549-5/X4/139-X9-9-","119"
"4136XXX3/43XX23","150"
"11369-5/XX8/X6/X73","168"
"9/7/639/1/X6/214/9-","136"
"-58-54XXX2/X7-X72","157"
"52X238/X5/X5/X33","149"
"1/54X9-137/-/135/X-X","121"
"7/XX4/X168/9-X-5","156"
"518-522/X2/X1/-/4-","129"
"8/2/4/9/4/X52XXX42","173"
"X1/-4X5/1/4/9/X7-","142"
"2/1/XX5/14X53XX4-","156"
"4/8/71-/8/623/2/9-X91","145"
"2/-78/9/5/-83/1/4/6/2","122"
"348/7/5/4/X9-X6/X-2","153"
"7/215/259-226-9/8-7-","86"
"X1/X4/XX2/7/X27","187"
"XXX726/9-3/9-9-61","157"
"2/43X9-7/8/351/8/2/7","135"
"8/1/5/XX33249/X7/2","149"
"X5/63X2/41338/3/1/7","131"
"7-XXX17X9/X3/X64","184"
"1/9/3/XX9-XX6-X71","175"
"X2/6/7/2-6/52X359/4","129"
"81-/XX-97--/X63X61","149"
"X72X8-2-XX61XX16","144"
"2/XXX1-XX8/-0X33","157"
"9-417/2/X7-72XX9/6","144"
"6/X2-22X6/XX5-4/-","133"
"7/-18-157/XXX8/X-2","155"
"X7/-/XX1/X2/-4X4-","159"
"9/X4/8-4/4/XX72X3-","168"
"1/728--8X5/1/XXX5-","163"
"813/X25819-5/XX-6","133"
"-/6-X35638-9/5/XX41","139"
"8/62X3/61X8-X6/X81","152"
"7/7/1771143/6/X8-52","118"
"9/8-X9-XX4-4/XX91","165"
"X6/9-166/9-X18XX71","156"
"6-426-X52621-X8/7/4","102"
"43XX7/X-4X2/X9-","160"
"53XX166/9-13X1/1/-","126"
"43X24713-X44XXX44","138"
"1/2/4-3/X63X-06/2/4","114"
"X41615/9-1/X-/818/6","138"
"XX265/X8/X334/-/4","154"
"61X149/8/1--3XX13","99"
"26X3/455/6/X6/27X91","148"
"31X441/-3231/71X5/6","109"
"54XX4/433/8/8/X3/9","169"
"6271X9/2/3-51X432/1","105"
"2/X632/XXX4/X8/9","201"
"72X7--9XX221/XX28","144"
"2/XX4/4/5-9/XX4/-","172"
"6/4/XX1/715/61X2/5","158"
"8-4/X236--/-7X5/17","110"
"8/-3XX169/X2/8/2-","130"
"9/23X5262XX-0X4/X","119"
"156353-78/35X1-3/3/5","91"
"8/X52-59-X-4X364-","108"
"1/8/8-XX-/25X81X64","151"
"8/7/8/517/XX346-8/2","141"
"XX-47/32X6-X8-9/6","120"
"6/8/3/9/7/6/8/X9-5/4","163"
"612-17XX1/-941XX81","129"
"X7/X1/XX816/318/5","168"
"247/81X24813/-29/1/4","101"
"XX-9XX813/6/X9-","168"
"6-8/1/115/327/3-XX73","111"
"X7/6-XXX-9X3-X41","151"
"XXX2/X3/X9-219/7","180"
"-8XX3542X273/6-61","120"
"7-2/2/X9-X1/9-X4-","133"
"9-XX712/-/81X41X81","138"
"44X8/X4/1/5-33129-","117"
"7-815/811/8-XXXX61","172"
"817/8114X8-XXX62","149"
"-363611/63X241/X23","106"
"71X63XXX7-611/2/3","149"
"71X5-1/13-58/8-7132","87"
"9/X515/632/71XX6/1","149"
"4/4271XXXX43XX24","174"
"5/7231-9XX2/-/8-8-","125"
"61X633/8/1816XX7/7","144"
"8-X6/X174-X1/8/9/4","149"
"7/7-XX4/4-3/6/9--8","138"
"1/X7-9/XX2/54XXX","180"
"X2/X9/8/347/1/8/8/8","163"
"-79/1-6--4XX-61/X61","108"
"X-/62X2/X7/5/X9-","167"
"1/XXX3/7/8/9/X1/X","207"
"XX26152/6/9-XXX26","168"
"339/XX-/1/XX81X5-","168"
"2/XX6/XX43X131/-","162"
"9-X9-X7/36X53514/6","127"
"8/7-72815/XX5/5/-/6","148"
"X8/X34XXX5/7-4/3","176"
"14X5/XXXX7/X5/1","203"
"7/7-7/41XX9/324/7/5","142"
"X9/2/X4/2/7/7/456-","147"
"X9/7/111/6/42XX81","142"
"X2/4-X2/311/715/X2-","132"
"2/1/5/X7/611/171/9-","136"
"819/81X6-136/9-9/X34","127"
"9-1/2/X2-32124/XX53","126"
"11-48-43-0XX4/XX24","123"
"2/XX5-X27XX3/8/X","174"
"XX-/X2/X8/8/626/7","179"
"359-7-44X16-18/X5/3","110"
"7--/X-063X71XX6/X","138"
"6-1/4513XXX9/358/9","152"
"X-/52-/2/5/627/XX43","154"
"8/XX257/-1X7163X-7","129"
"-87-346-7/7/X3/6/X51","137"
"XX8/4/X6/8-2/4/X3-","175"
"5122X3/5/6-XXXX82","175"
"XXX2/-38-81313/9/8","143"
"7/7/X5271456-6/531/9","126"
"X4/2/X9-81X15XX26","151"
"X-73/4/4/1/X53X24","131"
"1/X-/6/5/-/449/626/1","138"
"XXXX41XXX7/31","198"
"51XX61X8/266/-9X63","134"
"5/6/9-1/X1/728-X11","132"
"5/-17/17-0X2/XX5/3","128"
"XXX7/XX528/42-4","170"
"359/255/XX3/24XX46","152"
"1/3/5-815/1/XXX15","146"
"8/5/X4/X9/31236/7/6","150"
"545/XX33X6-X8/81","143"
"X-/-/-/X1-XX5/32","135"
"-/1/5/3/X3/7/XXX46","190"
"-67-62X72X7/114/X42","118"
"4/XX-/-0-/4/X433/X","148"
"26X42X436/X26XX82","148"
"X9-4/6/X8/4/X4/9/6","173"
"811/5/X-/3/9/8/7/72","157"
"45XX17-26/XXX9-","165"
"XXXXXXX2/7/5/4","238"
"5/XX2/-3XX5-XX72","166"
"X2/1/1/3/X4/23XX4-","150"
"XXXX8/-/X71XX51","205"
"12X9/267/X6-2/5344","116"
"17X268-9-716-XX31","106"
"8/9/8/5/63635/254/X6-","141"
"-/XX9/36X7-X5-X7-","152"
"XX8/X2/X9/42X6/4","182"
"6/7/XXXXX728/X12","215"
"X1-4/XXXX5/6-X21","172"
"2/8-4/24X1/14X-/X82","140"
"1/9-8/1-X2/-37/X9-","121"
"X3/8/34X3/3/5-X5/1","142"
"5/6/XX-/1/5/348/1/9","152"
"X5/-92/1/526-X8/X64","138"
"X-/XXX8-3/265-44","157"
"4/XXX4/1/818/457/7","172"
"X9-4/XX9/XXXX2-","211"
"5/XX23X636/166/X16","145"
"6/274/7/1/51X71XXX","146"
"X8/9-3/XX5/2/X45","173"
"X81XXX6/XXX4/-","208"
"XX7-45X51X4/X3/7","159"
"26-1XX61X7/X9/7/-","146"
"6/-3X549-8/7/9-X2/2","127"
"5/X7/X13XX5/7/X5-","175"
"6-4/6/XXX9/X5/21","176"
"XX3/4/X619-XX3/3","166"
"718-X61X9/3/8/-724","114"
"154/XXXX3/7/616/7","186"
"X-27-2/5-X7/6/3/63","115"
"2/X2/X-035X3534X81","130"
"XX7-XXXX7/XX7-","222"
"439/81459-2/343/4/3/3","112"
"626/XXX8-4-X-82/3","155"
"9-XX5/-/-/426-X9-","128"
"X5/61418/XX7-5/3/3","145"
"3/XXXX6/8-X634/3","193"
"9-3/2/3/54X8-X7/9-","132"
"324/X9/XX2/3-9-8/8","150"
"9-XXX1/X9/X7/X6-","196"
"X6/-54/1/623/X1-X42","118"
"9/6/8-231-5/17X3/81","114"
"-/XX639-X8/XX62","175"
"4/6-625/-/9-8--6X14","102"
"X2/639-2/3/36-/X35","135"
"53-9XX72-49/71X9-","129"
"5/4/71344/X334/XX61","151"
"321-9/5/7/7-X9/X45","130"
"X-818XXX1/9/2/1/-","158"
"-/2-32X36X523/3-4/4","101"
"X1-X8-5/-/6/X-/9-","132"
"14-/61533535X4/3514","98"
"181/272/4/X6/9/72XX","149"
"1/62-/X5345811/-052","105"
"2/5-7/-/3/345/9-183-","103"
"-3X1772X45X9-3/X46","134"
"7/135/7/1/333-X5/7/7","119"
"8-63XX812/XXX3-","162"
"17-/-81/267/X-/X9/8","144"
"4163X1/X6-XXX4-","148"
"XX627/7/626151X7-","130"
"5/X9/5-5/8-9/X2/2/4","152"
"-4XXXXX24X8/X73","198"
"4/242-XX322/9-XX-3","124"
"32X1/8/X5/X5-2/X72","162"
"X17X158163X2/9/9-","133"
"XX5/XXX8/X4/-/-","203"
"X7/X2/5/X2/-83/X9-","172"
"X8-X2572X418/4/1/-","114"
"-/XXXX33433/7-26","164"
"XXX5/6/-/-32/XXX","184"
"X1-X2/8/X4/4/9-X23","147"
"1/8/435/7-X3/8/32X9-","138"
"XXXX9--/X8/72X--","193"
"1/6/1/X8-8/X355/X51","155"
"3/6171811/8/9/XX3/5","155"
"X4/6/X1-81X-/-49/-","121"
"X5/X7-XX72X6/72","165"
"XX9-233/X1/X4/X91","182"
"X6/X2/XXXX7/X-9","226"
"1-51XXX2/7/-22/72","134"
"X8/177/-/9-1/146/3/9","125"
"7/4222X2/1/9-X35X7-","126"
"2/7/13X27X43727/X63","132"
"8-X-915XX9/8134X43","142"
"3/44X1/X2/8-414/3/2","138"
"8/9-279/-78/6/X9-X82","138"
"X6/9-X8/4/51XXX81","180"
"X8/729/6/-/6-X-9X64","142"
"639/27X4/9-X33XX--","130"
"X5/21X1/715/X9/X7-","157"
"X5/-6211/XX4/6-X9-","144"
"62619-3/8/413/3/X9/4","128"
"9/X5/-4X2/4-X-35/9","127"
"3/7/XX2536X5/X-/X","172"
"X257/3/X248-3/9/61","129"
"X819/9-X6/1/-/XX9-","165"
"8-71X23-/X3/XX5/9","160"
"36X329/X7181-17-X45","111"
"9-XX7/-/341/XX9-","163"
"X2/X2/3/8/8-2/8/XX","175"
"24X9/-/8/9-8/132/X8-","135"
"2--/X63X6/-69-4/5/3","123"
"456/8/8/638/XXX7-","171"
"7/-/5/8-25XX17X81","133"
"X817/818-X5/4/-/62","131"
"3/31X6/12XX6-9/X61","136"
"-342X4/8/X4/33261/-","124"
"5/-9715/4/8/616/1/XX","133"
"9--34/X1/2/-1X2543","106"
"-0X8-X6/2/259/36X82","119"
"1/6/6/X-6XX7/8/7/8","174"
"1/9-3/X326/8/XX2/4","162"
"X7/513/8/1/XX331/-","145"
"X8-XXX2/13X-32/4","143"
"1-4/4462X236/XXXX","151"
"-312X812/XX4/X33","140"
"XX6-45528/X3/X17","150"
"2/4/X33XX44323/1/4","136"
"3363244/8-XX17272/7","120"
"32128/XXX8/XX71","179"
"3/5/9-XX344/X-/52","152"
"8/XXX6/X5/8-4/9-","190"
"2/719/7/1/7/-9X9-X7-","134"
"X7-2672XX515/3/1/8","130"
"41X5/XXXX4/9/X73","208"
"XX2/X-5368/7126X5-","139"
"X6/X1/9/4-9/4/4-X-9","148"
"3/7-34XX9-253/X2/7","152"
"6/X-/23XX9-X226/8","150"
"329/713/X7/16XX2/2","142"
"3/2/X-2X-84/716/X32","132"
"424/XX354462445/X8-","137"
"X9/2-XX7/516/4/X55","156"
"8/4/254-272/2/6-X12","96"
"X1/7/81X4/X155-43","138"
"4/1-XX2/7/3/12-323","106"
"1/5/-8XX3/6/-81/44","132"
"X8143-/8-8-247/X4/9","134"
"9-X9/3/9/2/532/-56-","117"
"XX5/6-118/8/4/8151","134"
"7/4/6/X8/X4/25-63/8","153"
"439/23X7116814/6232","95"
"8/4/X3/8/X6-X81X71","160"
"XXX-7-813-4529-25","113"
"X9-XXXX-/XXX33","217"
"X63-19-12616/XX1/3","122"
"23X168-XX1/3153X5-","118"
"X2/21XX3126XX8/7","149"
"-/31-/6/4-X26XXX35","148"
"1/X54X-7-/3/X1/7-","149"
"4-X54222/X629-72X71","118"
"52X36X7/72366/8/81","135"
"4/X214481XX4/-7X7-","131"
"5/3/XXX722/8-7/8-","170"
"128-6233441671XX6-","96"
"54-/X715/6/5/7/XX13","158"
"722/X6-35X63XX62","139"
"XX7/427/XXX17-6","170"
"7/X4-3161X16-/X5/5","128"
"3/6/X9-1/XX-1-7X-X","143"
"XX9/XX5/31XX62","183"
"2/3/3/X6-53XX2345","127"
"XX9/5/X7/329-444/3","152"
"X17XX451371X2736","127"
"2/9/9/X8/X617/815/2","161"
"4-XX3/1/8/X43X11","134"
"X115/XXX62X3--7","139"
"61X818/X6/-/7/722/8","146"
"X531/X2/542/53-3X33","132"
"-23/-/7/-9719/XX7-","127"
"5/3/XXX9-9/9/X32","179"
"X-/X11128-1-X9-4/2","106"
"8/2/-/X-481-143XX12","111"
"XX9-X547/1/X3/2/8","166"
